precipitacao;pressao;temperatura;umidade
0;886,1;22,6;74
0;886,5;20,1;87
0;887,8;20,5;90
0;888,4;21,1;86
0;888,7;20,7;88
0;888,6;20,3;84
0;888,3;20,1;85
0;887,7;19,8;86
0;887,4;19,2;87
0;887,5;20,2;85
0;887,5;20,2;84
0;887,5;19,9;88
0;888,4;19,6;89
0;889,2;19,6;90
0;889,8;20,3;87
0;889,9;21,5;78
0;890,3;23,4;68
0;890;24,6;62
0;889,4;25,6;59
0;888,6;26,7;59
0;887,5;26,5;55
0;886,7;25,8;55
0;886,2;25,3;59
0;886,4;24,6;65
12,8;886,6;20,4;85
1,2;887,5;20,8;91
23,4;888,8;17,4;90
22,8;889;18,2;94
0,8;889,4;18,4;93
2;889,4;18,5;94
0,2;889,2;18,4;94
0,2;889;18,9;93
0;888,3;18,9;93
0;887,7;18,6;93
0;887,3;18,5;93
0;887,1;18,3;93
0;887,3;18,2;93
0;888,3;18,6;91
0;889;19,7;89
0;889,5;20,3;87
0;889,6;20,6;86
0;889,2;22;80
0;888,4;23,7;71
0;887,5;25,1;62
0;886,5;25,8;63
0;885,6;25,7;59
0;885;25,5;59
0;885,3;24,2;68
0;885,7;22,2;79
0;886,2;21,7;85
0;887,1;21,5;84
0;887,8;20,8;85
0;888;19,8;91
0;887,8;19,7;92
0;887,8;20;92
0;887,1;19,6;93
0;886,8;19,5;93
0;886,9;18,7;93
0;886,6;18,8;94
0;886,6;18,1;93
0;887;19,3;92
0;887,8;19,6;90
0;888,2;20,5;86
0;888,4;21,4;79
0;888,5;23,4;71
0;888,2;25;66
0;887,4;25,6;61
0;886,5;25,2;62
0;885,8;23,8;74
0;884,9;26,2;60
0;884,7;25,5;62
0;885,1;22,8;70
0;885,2;21,2;79
0;885,7;20,2;86
0;886,4;19,6;83
0;887,1;19,5;88
0;887,1;19,2;91
0;887,2;19,2;91
0;887;19,3;91
0;886,5;19,1;92
0;886,1;18,1;93
0;885,6;18,5;93
0;885,5;18,6;93
0;885,5;18,5;93
0;885,9;18,7;93
0;886,2;18,7;93
0;886,4;20,4;86
0;886,8;20,3;85
0;886,7;22,9;76
0;886,3;24,7;70
0;885,7;25,8;64
0;885,1;25,2;63
9,8;884,6;21,7;86
3,6;883,6;22,7;81
0;883,4;23,2;84
0;883,6;23,4;80
0;884,5;21,2;76
0;884,4;20,7;71
0;885;19,4;87
0;885,4;19,2;92
0;885,8;19,1;91
0;885,5;19,2;91
0;885,6;19,7;91
0;885,5;20,2;84
0;885,2;19,6;87
0;884,8;19,5;91
0,2;885,3;19,6;90
0;885,5;18,4;92
0;886,1;18,3;92
0;886,7;18,3;93
0;887,1;20,2;81
0;887,4;22,6;68
0;887,7;24,4;63
0;887,2;26;60
0;886,8;26,9;57
0;886,1;27,4;51
0;884,9;27,4;52
0;884,4;27;50
0;884,4;26,3;52
0;885,1;25,6;60
0;885,8;22,5;77
9;886,1;20,5;90
0;886,6;20,7;90
0;886,9;20,3;88
0;887;19,1;91
0;887,3;18,7;90
0;887,5;18,3;92
0;887,1;18,2;91
0;886,6;17,6;91
0;886,5;19;88
0;886,5;18,9;90
0;886,6;18,7;91
0;887,2;18,5;90
0;888;19,4;91
0;888,5;21,4;81
0;888,5;23,5;70
0;888,8;24,7;65
0;888,7;25,9;60
0;887,9;26,7;50
0;887,2;28,1;49
0;886,4;26,8;54
0;885,8;26,6;55
0;885,3;26,9;53
0;885,6;24,6;72
0;886;22,9;66
0;886,5;22;73
0;886,9;22;70
0;887,4;21,7;75
0;887,5;20,6;80
0;887,4;19,4;88
0;887,2;19,1;89
0;887,1;18,8;89
0;886,8;19,8;87
0;886,4;18,8;90
0;886,3;18,2;92
0;886,4;18,3;92
0;886,8;18,3;92
0;887,4;19,1;92
0;887,9;21,6;78
0;888,5;22,7;74
0;888,8;24,5;69
0;888,4;25,9;61
0;887,6;26,5;55
0;886,6;27,5;49
0;885,7;27;52
0;885;27,6;48
0;884,9;24;66
13,2;885,1;19;86
0;885,1;20,4;87
0,2;884,9;20,8;81
0;885,2;19,3;92
0;885,7;19,1;93
0;885,8;18,5;93
0;885,7;18,7;94
0;885,1;18,5;94
0;884,6;17,9;93
0;883,7;17,8;93
0;883,7;17,3;94
0;883,9;18,1;91
0;884,4;17,7;94
0;884,9;19,3;90
0;885,7;18,9;92
0;886,3;21,7;77
0;886,5;23,2;74
0;886,5;24,4;68
0;886;25,5;63
0;884,8;27,2;58
0;883,9;24,1;67
1,4;882,9;26,4;67
0;882,2;23,8;69
0;881,8;23,8;69
0;881,9;24,9;68
0,2;882,5;21,4;83
0;882,5;22,1;74
0;882,9;21,1;78
0;883,3;20,5;86
0;883,4;19,9;88
0;883;19,5;84
0;883,1;18,6;88
0;883;18,6;91
0;882,9;17,9;92
0;882,9;19;88
0;883;19,1;88
0;882,8;19,8;85
0;883;18,3;92
0;883,6;19;93
0;884,2;22,6;76
0;884,7;24,1;73
0;884,9;25,1;67
0;884,6;26,4;60
0;883,8;25,7;62
0;882,6;27,8;54
0;881,9;27,2;53
0;880,6;28,4;51
0;880,7;26,8;58
0;881,6;24,5;66
0;882,5;23,3;72
0;883,2;22,2;78
0;884,2;21,3;83
0;884,4;21,1;82
0;884,2;20;87
0;884,1;19,4;88
0;884,1;19,3;90
0;883,9;18,9;91
0;883,4;19;92
0;883,5;19;93
0;884,3;18,9;94
0;884,2;19,4;92
0;884,2;18,9;93
0;885,3;19;93
0;886,3;20,6;86
0;887,1;22,7;78
0;887,5;24,3;71
0;887,6;24,8;68
0;887,2;23,9;71
0;886,4;24,7;67
0;885,4;25,5;67
0;885;25,8;63
0;884,9;24,5;66
0;885,3;23,1;74
0;886,2;21,9;82
0;886,2;20,9;82
0;886,7;20,8;78
0;887,7;20,3;74
0;887,9;19;83
0;887,8;19,1;81
0;887,5;19,6;81
0;887;18,6;86
0;886,5;18,2;88
0;886,2;17,8;90
0;885,9;17,4;91
0;886,1;17,3;93
0;886,5;17,3;93
0;887,4;18,5;93
0;888,3;20,2;84
0;888,9;20,2;85
0;889;22,1;75
0;889;22,3;74
0;888,2;23,2;73
0;887,3;23,7;67
0;886,3;24,3;67
0;885,7;24;70
2,4;885,7;21;85
0,2;885,7;21,2;88
0;885,9;20,8;86
10;886,4;19,6;92
3,6;887;18,7;90
0;887,9;18,4;92
0;888,3;18,4;89
0;888,5;18;89
0;888;17,4;89
0;887,4;17;87
0;886,7;16,4;86
0;886,2;15,8;91
0;885,8;16,1;83
0;885,5;16,2;79
0;885,6;16,3;74
0;886,4;16,8;73
0;886,9;18,7;63
0;887,4;20;59
0;887,7;21,2;60
0;888;21,7;63
0;887;22,9;64
0;886,4;24,3;60
0;885,7;25,8;59
0;884,7;26,2;58
0;884,6;25,7;58
0;884,8;24,4;64
0;885,3;23,7;68
0;885,5;22,8;71
0;886,3;22;73
0;887,1;21,4;77
0;887,4;20,1;80
0;887,4;19,4;81
0;887,4;19,6;79
0;886,9;18,9;85
0;886,4;18,9;90
0;886,1;18,8;91
0;886,3;19,1;91
0;886,4;19,1;90
0;887;18,4;92
0;887,9;18,2;93
0;888,4;18,7;90
0;888,9;18,5;91
0;889,3;18,5;92
0;889,1;19,9;86
0;888,6;20,8;80
0;887,9;20,6;80
0;887,4;20,6;80
0;887,1;20,4;80
0;886,7;20,6;80
0;886,3;20,6;77
0;886,4;19,9;79
0;886,3;19,3;85
0;887,1;19;89
0;887,5;18,6;91
0;887,9;18;92
0;888,1;17,9;93
0;888,1;18,1;92
0;887,9;18;90
0;887,6;17,9;88
0;887,4;17,5;90
0;887,1;17,2;91
0;887,1;17,1;92
0;888,1;17,2;90
0;889,2;17,1;90
0;889,6;17,4;89
0;889,9;19,2;82
0;890,3;19,8;77
0;889,8;20,9;73
0;889;20,8;73
0;888,2;22,7;70
0;887,6;23,3;63
0;887,2;24,5;58
0;887,2;23,6;61
0;887,5;23,2;61
0;887,5;21,8;68
0;887,5;21,1;72
0;887,9;20,3;76
0;888,5;19,9;78
0;888,7;19,9;79
0;888,9;19,2;81
0;889,2;19,2;81
0;888,7;19,4;81
0;888,3;18,9;82
0;888;18,1;86
0;888,1;17,6;88
0;888,3;17,2;89
0;888,7;16,9;89
0;889,4;17;89
0;889,7;17,9;85
0;890,1;18,6;81
0;890,4;19,6;77
0;890,1;21,3;71
0;889,7;22,4;69
0;889,3;22,8;65
0;888,5;22,7;65
0;888,1;22,4;65
0;888;23,4;62
0;888,2;22,6;64
0;888,1;21,6;71
0;888,4;20,9;74
0;888,9;20,3;78
0;889,1;19,7;81
0;889,5;19,2;83
0;889,4;18,8;86
0;889,6;19,1;84
0;889,2;19,1;83
0;888,7;18,8;84
0;888,5;18,5;84
0;888,5;17,9;84
0;888,6;17,3;87
0;889,1;17,2;87
0;889,7;18;84
0;890,3;19,4;77
0;890,6;21,1;71
0;890,8;22,1;66
0;890,6;23,7;60
0;889,8;25,1;56
0;889,3;25,1;58
0;888,6;25,5;58
0;888,1;24,9;59
0;887,9;25,3;52
0;888;24,1;59
0;888,2;22,9;60
0;888,3;22,1;66
0;888,6;21,9;67
0;889,1;20,8;74
0;889,2;20,4;75
0;889,4;19,8;78
0;889,1;19,7;78
0;888,9;19,3;80
0;888,3;18,6;83
0;888;18,3;83
0;888,1;18,3;82
0;888,1;18,2;81
0;888,3;17,8;83
0;888,9;18,6;81
0;889,7;19,9;76
0;890,1;21,5;71
0;890,1;23,1;66
0;889,8;24,3;60
0;889,1;23,9;59
0;888,3;26,2;53
0;887,5;27,1;48
0;886,8;26,8;49
0;886,7;26,6;47
0;886,8;25,7;49
0;887,1;23,7;57
0;887,3;23;60
0;887,7;20,6;71
0;888,1;21,6;68
0;888,1;20,8;73
0;888,2;18;86
0;888,2;17,8;89
0;887,9;17,4;86
0;887,4;16,7;91
0;887,1;18,7;79
0;886,9;18,9;78
0;887;16,4;90
0;887,2;15,5;92
0;887,8;17,2;92
0;888,3;21,4;71
0;888,6;23,6;57
0;888,8;25,1;53
0;888,3;25,1;50
0;887,7;26,9;47
0;886,9;26,3;50
0;885,9;27,7;45
0;885,5;26;53
0;885,4;25,1;56
0;885,6;23,5;62
20;886,3;18,4;92
1,2;886,7;20,4;79
0;887,6;19,6;87
0,8;888,1;19;92
0,8;888,3;19,2;92
0;888,1;18,2;93
0;887,9;18,2;94
0;887,4;18;94
0;887,1;17,5;94
0;886,7;17,6;95
0,2;886,8;17,1;95
0;887;17,2;95
0;887,6;16,6;95
0;888,3;17,4;95
0;888,8;21,4;78
0;889,4;23,1;70
0;889,6;25,2;64
0;889,1;24,5;63
0;888,3;26,2;57
0;887,5;25,7;61
0;887;28,6;48
0;886,8;24,5;64
0;886,6;24,3;70
0;887,2;23,7;65
0;887,5;22,4;72
0;888;21,4;74
0;888,3;19,9;81
0;888,6;19;86
0;888,8;18,8;87
0;888,8;18,3;89
0;888,6;18,4;89
0;888,5;17,5;91
0;888,2;17,2;93
0;888;17,2;93
0;887,7;17;93
0;887,6;17;93
0;888,1;16,7;93
0;888,7;17,8;94
0;889,3;21,4;79
0;889,8;23,4;72
0;890,1;25,1;65
0;890;26,1;56
0;889,2;26,8;50
0;888,3;25,9;68
4,4;887,5;20,9;84
0;886,7;23,5;71
0;886,7;24,1;64
0;886,7;23,9;68
0;887,3;22,7;71
0;887,6;20,4;84
0;887,9;19,1;85
0;888,5;18,9;89
0;889;18,9;91
0;888,7;18,5;90
0;888,7;17,7;91
0;888,5;18,1;90
0;887,8;17,1;91
0;887,7;16,4;93
0;887,5;17,6;89
0;887,7;16,5;92
0;888,2;17,9;91
0;888,9;18,6;87
0;889,4;19,9;82
0;890;21,2;77
0;890,3;22,9;73
0;890;24;69
0;889,3;25,2;64
0;888,1;25,1;66
21,6;888;16,5;92
5;886,5;19,5;88
0;886,7;19,7;87
0;887;21,9;73
0;886,8;19,7;87
0;887,1;18,3;92
0;887,7;19,1;88
0;888,8;19,7;87
0;889,3;18,5;87
0,4;889;18,2;91
0;888,9;17,7;89
0;888,9;17,6;89
0;888,6;16,7;92
0;888,1;15,5;93
0;888,1;15,2;94
0;888;15,3;95
0;888,6;14,7;95
0,2;889;15,6;95
0;889,7;18,9;88
0;890,1;21,7;73
0;890,5;23,1;67
0;889,9;24,5;56
0;889,1;25,4;51
0;888;26,5;40
0;887,2;26,9;37
0;886,4;26,1;36
0;885,7;26;39
0;885,6;24,8;40
0;885,6;22,4;50
0;885,9;20,5;61
0;886,7;18,7;70
0;887,3;17,7;76
0;887,7;17,5;75
0;887,9;16,4;80
0;888,1;17;75
0;887,7;15,6;80
0;887,4;14;87
0;887;13,5;89
0;886,8;13,5;90
0;886,5;14;87
0;886,7;13,5;91
0;887,5;13,7;91
0;887,9;21,9;62
0;888,5;22,5;68
0;888,8;23,4;62
0;888,4;24,7;50
0;887,7;24,1;50
0;886,7;25,4;38
0;885,9;26,6;32
0;885,3;25,4;41
0;885,3;26;41
0;885,4;25;41
0;885,5;21,9;51
0;885,5;19,7;56
0;886,3;17,3;68
0;886,9;16,8;72
0;887,4;16,5;73
0;887,7;15,7;77
0;887,7;15,8;77
0;887,3;15,8;76
0;886,8;15,5;77
0;886,4;14,2;84
0;886,4;14,3;84
0;886,4;13,8;85
0;886,6;15;85
0;887,5;16,2;80
0;888,4;20,1;68
0;888,9;21;66
0;889,1;22,7;59
0;888,9;24,7;58
0;888;25,5;48
0;887,1;25,9;44
0;886,5;25,1;45
0;885,9;26,6;43
0;885,9;25,5;43
0;886;24,5;49
0;886,2;23,1;55
0;886,4;22,1;64
0;887,1;21,4;68
0;887,7;19,4;76
0;887,9;20,1;72
0;887,9;19,4;74
0;887,9;16,5;88
0;887,6;15,9;89
0;887,3;15,6;92
0;887;15,3;93
0;887;15,2;92
0;887;15,4;90
0;887,4;17,1;82
0;888,1;15,9;91
0;888,9;20,1;72
0;889,9;21,8;65
0;890,4;23,2;59
0;890,2;24,1;60
0;889,6;25,3;55
0;888,9;25;57
0;888;25;53
0;887,4;25;53
0;887,1;25,4;51
0;887,4;26,2;48
0;887,7;23,6;58
0;887,9;22,5;64
0;888,6;22,1;67
0;889,4;21,6;70
0;889,6;20,4;76
0;889,6;20,5;76
0;889,6;20,5;75
0;889,3;20;76
0;889;18,4;80
0;888,7;16,6;90
0;888,5;16,5;90
0;888,6;16,3;93
0;889,2;16,5;93
0;890;18,5;82
0;890,7;20,5;75
0;891,6;22;66
0;891,9;23;63
0;891,7;24,4;58
0;890,7;25,5;57
0;889,9;26,2;53
0;889;26,1;50
0;888,3;27;47
0;887,9;26,3;48
0;888;25,4;51
0;888,1;23,6;59
0;888,5;22,4;66
0;889;21,7;69
0;889,5;21,3;70
0;890,2;20,5;73
0;890,2;19,5;77
0;890,1;18;81
0;889,7;17,2;85
0;889,4;16;90
0;889;15,8;90
0;889;15,3;91
0;889,2;17;83
0;889,6;17,1;81
0;890,2;17,9;79
0;890,5;19,6;73
0;890,9;21,2;65
0;891;22,4;62
0;890,4;23,7;60
0;889,9;24,4;56
0;889;25,7;51
0;888,1;25,4;45
0;887,3;25,4;47
0;887;24,7;50
0;887,1;24,1;53
0;887,5;22,7;57
0;887,8;20,4;68
0;888,3;18,6;77
0;888,8;19,1;74
0;889;19,6;72
0;889,2;19,3;73
0;889,2;19,1;75
0;888,6;15,8;89
0;888;15,2;90
0;887,5;15;92
0;887,6;16,1;87
0;888;14,9;91
0;888,5;14,7;91
0;888,9;17,1;83
0;889,4;19,2;71
0;890;20,3;65
0;889,9;21,5;62
0;889,8;22,7;57
0;889,1;24,2;55
0;888,3;24,2;49
0;887,4;25;48
0;886,9;25,3;47
0;886,7;25;47
0;886,9;24;50
0;887,4;22,1;56
0;887,6;21,3;58
0;888;20,6;66
0;888,3;20,1;67
0;888,3;19,9;67
0;888,4;19;69
0;888,8;18,4;72
0;888,7;15,4;85
0;888,7;14,7;89
0;888,7;14,4;90
0;888,9;14;89
0;888,9;14,9;84
0;889,3;15,9;84
0;890;17,6;76
0;890,6;19,2;70
0;891,1;20,6;66
0;891,5;22,2;61
0;890,9;23,6;58
0;889,9;23,9;53
0;889;24,8;52
0;888,4;25,7;42
0;887,9;26;43
0;887,6;25,5;44
0;887,7;25;47
0;888;22,5;55
0;888,1;22;60
0;888,5;21,5;61
0;888,9;20,8;64
0;889,2;20,1;68
0;888,9;19,6;70
0;889,2;18,2;74
0;889;16,6;82
0;888,7;16,2;86
0;888,4;14,6;90
0;888,7;14,5;92
0;889;13,9;92
0;889,3;13,7;93
0;889,8;14,7;94
0;890,2;19,9;71
0;890,4;22,1;63
0;890,6;23,2;60
0;890,3;24,7;53
0;889,6;25,5;46
0;888,5;26;44
0;887,7;26,3;43
0;887,2;25,8;46
0;887,4;25,8;49
0;887,6;24,1;55
0;887,8;22,6;61
0;888,2;21,4;67
0;888,6;21,1;69
0;889;19,4;76
0;889,2;19,9;73
0;889,2;19,8;72
0;888,8;18,6;77
0;888,4;17,1;85
0;887,8;16,7;84
0;887,6;15,6;89
0;887,3;15,3;90
0;887,6;14,8;91
0;887,9;16,3;86
0;888,6;15,6;89
0;889,2;19,8;70
0;889,6;21,9;59
0;889,9;22,9;61
0;889,4;24,7;56
0;888,7;25,9;47
0;887,7;26,7;43
0;886,8;27,4;41
0;886,4;27,8;40
0;885,9;27,6;41
0;886,2;25,8;44
0;886,5;22;64
0;887,4;20,6;70
0;887,2;19,8;73
0;887,6;20,5;67
0;887,7;20,2;70
0;887,2;18,8;73
0;886,9;18,5;74
0;886,6;16,2;85
0;886,3;17,6;80
0;886,2;17,8;81
0;886,2;16,7;84
0;886,4;16,6;84
0;886,7;15,3;90
0;886,9;16,2;91
0;887,3;20;72
0;887,6;21,7;64
0;887,9;23;62
0;887,7;24,5;57
0;887;26;50
0;886,3;26,2;49
0;885,7;26;46
0;885,3;25,8;49
0;885,1;25,4;48
0;885,6;23,9;58
1;886;21;85
0;886,3;20,8;76
0;887;20;86
0;887,7;20,6;82
0;888;21,4;72
0;888,2;19,2;80
0,2;888;17,8;88
0;887,5;17,4;88
0;887,1;16,9;90
0;886,7;16,8;89
0;886,6;16,2;90
0;886,6;16,2;90
0;886,9;16,2;89
0;887,5;17;87
0;887,9;19,8;75
0;888,4;21,6;68
0;888,8;22,9;62
0;888,7;24;56
0;888,2;25,7;52
0;887,3;26,7;48
0;886,4;26,9;48
0;886,1;28;40
0;886,2;26;45
0;886,5;24,8;48
0;887,4;21,5;59
0;887,6;20;65
0;888,1;20,4;64
0;888,5;18,2;76
0;889;18,2;76
0;889;20;72
0;888,7;19,1;76
0;888,3;17;86
0;887,9;17,1;85
0;887,7;17,5;82
0;887,7;16,6;84
0;887,8;16,5;84
0;888;15,1;89
0;888,4;14,9;91
0;889,2;18,4;74
0;890;20;67
0;890,3;21,2;65
0;889,9;22,9;56
0;889,2;24,6;55
0;888,2;23,9;56
0;887,2;26,1;48
0;886,8;24,9;52
0;886,8;25,5;51
0;887,3;24,3;53
0;887,9;23,2;48
0;888,2;21;49
0;888,7;18,4;56
0;889,3;17,4;64
0;889,6;17,8;58
0;889,6;16;66
0;889,7;17,5;62
0;889,7;16,5;66
0;889,3;14,8;74
0;888,8;15,4;71
0;888,7;14,3;74
0;888,9;14,7;72
0;889,6;13,4;79
0;890,3;14,8;74
0;891;18,1;57
0;891,7;20,8;50
0;892,2;22,1;46
0;892;23,2;46
0;891,3;24,3;42
0;890,3;25,1;45
0;889,6;25,9;41
0;889,2;26,1;41
0;888,8;25,6;46
0;889;24,5;50
0;889,5;23,1;56
0;889,8;21,5;64
0;890,3;18,9;76
0;890,6;18,7;76
0;890,9;16,8;82
0;891;18,6;68
0;890,9;17,7;71
0;890,6;15,4;82
0;889,8;16,2;77
0;889,6;15,7;76
0;889,4;15,9;75
0;889,7;14,4;81
0;890,2;14;84
0;890,9;14,9;82
0;891,3;19,3;63
0;891,8;21,4;56
0;891,9;22,8;51
0;891,4;24;50
0;890,7;25,3;48
0;890;25,9;46
0;889,1;26,1;46
0;888,6;27,1;45
0;888,5;25,6;49
0;888,5;24,9;52
0;888,9;23,5;58
0;889,1;22,2;65
0;889,6;21,1;74
0;889,9;20,8;71
0;889,9;20,9;66
0;890;19,8;68
0;889,7;18,7;69
0;889,3;18,5;69
0;888,7;16,1;78
0;888,4;15,4;81
0;888,2;15,3;82
0;888,3;14,4;86
0;888,6;14;88
0;889,2;15,9;81
0;889,9;18,6;65
0;890,4;21,3;59
0;890,6;22,7;53
0;890,2;23,5;50
0;889,4;24,3;51
0;888,7;25,9;48
0;887,8;26;49
0;887,1;24,9;49
0;886,9;25;50
0;887,1;24,6;52
0;887,6;23,1;57
0;887,9;22,2;61
0;888,6;21;68
0;888,9;18,7;77
0;889,1;17,6;81
0;889,1;17,4;81
0;889,1;17,4;80
0;888,8;16,5;83
0;888,4;15,5;85
0;888,2;15,3;87
0;887,7;15,8;83
0;887,5;14,1;86
0;888,2;14,6;83
0;888,8;15,1;79
0;889,2;18,8;64
0;889,7;20,4;58
0;890,3;22,1;54
0;890,2;23,2;48
0;889,5;24,1;48
0;888,5;25,4;47
0;887,5;25,2;46
0;886,9;26,8;40
0;886,6;25,8;41
0;886,9;24,9;44
0;887,4;22;56
0;887,7;20,9;61
0;888,5;19,3;67
0;889;17,4;79
0;889,2;17;78
0;889,2;17,3;74
0;889,1;15,8;80
0;889;14,8;85
0;889;14,6;84
0;888,7;14,2;82
0;888,3;15,2;77
0;888,5;12,6;85
0;889;15,8;71
0;889,8;13,4;87
0;890,7;19,1;59
0;891,6;21,1;47
0;891,7;22,2;46
0;891,3;23,7;46
0;891;23,8;45
0;889,9;25,7;37
0;889,1;26,1;35
0;888,9;25,6;35
0;888,6;26,5;34
0;888,9;25,3;40
0;889,2;22,3;51
0;889,6;19,2;64
0;890,1;17,1;71
0;890,5;16,9;70
0;890,4;17,6;66
0;890,3;17,2;68
0;889,9;17,3;66
0;889,7;15,1;74
0;889,3;13,7;81
0;889;13,2;83
0;888,9;13,6;79
0;889,2;12,3;83
0;889,4;11,8;86
0;890;12,6;86
0;890,7;18,2;60
0;891,1;20,2;51
0;891,2;22,1;47
0;890,9;22,9;45
0;890,2;24,1;43
0;889,2;25,1;30
0;888,3;26,6;28
0;887,7;26,2;30
0;887,4;26,4;29
0;887,6;25,1;31
0;888;20,8;46
0;888,4;20;53
0;888,6;19,4;56
0;888,9;18,1;60
0;889;17,4;59
0;889,1;14,4;74
0;889,1;12,8;78
0;889;14,6;67
0;888,5;14,2;69
0;888,1;14,1;70
0;887,7;14,8;68
0;888;14,6;70
0;888,6;13,7;75
0;889,3;14,6;68
0;889,8;17;62
0;890,5;18,5;60
0;890,8;20,5;56
0;890,5;21,9;51
0;890;23;47
0;889;24,1;38
0;887,9;24,6;37
0;887,1;24,7;39
0;886,8;24,9;32
0;886,8;24,3;29
0;887,1;21,5;40
0;887,1;20,3;46
0;887,7;19,3;53
0;888,2;18,5;59
0;888,5;15,2;73
0;888,5;15,4;75
0;888,3;16,6;67
0;888;16,3;66
0;887,4;15,7;67
0;887;15,5;66
0;886,9;15,5;64
0;887,3;11,3;83
0;887,8;14,1;75
0;888,2;14,4;71
0;888,6;16,9;61
0;889,2;18,2;57
0;889,6;19,6;54
0;889,2;21,6;49
0;888,5;22;47
0;887,6;23;41
0;886,7;23,2;40
0;886,1;23,7;40
0;886,1;23,4;42
0;886,4;22,4;43
0;886,7;20,2;48
0;887,3;19,5;53
0;887,6;18,8;60
0;888,1;18,2;63
0;888,3;17,5;62
0;888,4;17;59
0;888,4;16,3;63
0;888,2;15,8;65
0;887,8;15,5;66
0;887,5;15,1;67
0;887,6;15;66
0;888;15;67
0;888,3;11;85
0;888,8;14;75
0;889,9;17,2;59
0;890,5;18,9;55
0;890,8;20,2;50
0;890,6;21,8;44
0;889,9;22,2;40
0;889,2;23,5;38
0;888,2;24,1;39
0;887,9;23,8;37
0;887,6;23,8;39
0;887,7;22,9;40
0;887,9;20,7;49
0;888,1;20,1;49
0;888,7;19;58
0;889,3;18,1;63
0;889,3;17,8;63
0;889,3;17,1;66
0;889,4;16,8;67
0;889,5;16,5;66
0;888,9;16,6;65
0;889;13,1;80
0;889;13,2;79
0;889,1;13,9;77
0;889,8;14;79
0;890,2;15,4;72
0;890,6;16,6;67
0;891;17,7;65
0;891,3;19,1;62
0;890,7;21,5;55
0;890;22,6;52
0;889,2;23,4;51
0;888,4;23,5;48
0;887,9;23,3;48
0;887,9;22,5;51
0;887,9;21,7;51
0;888,2;20,6;57
0;888,7;19,7;66
0;889,1;18,9;69
0;889,2;18,1;71
0;889,2;17,7;71
0;889,3;17,1;73
0;889;16,8;73
0;888,7;16,5;72
0;888,4;16,1;73
0;888,1;15,8;73
0;887,9;15,7;72
0;888,1;15,1;75
0;888,4;14,3;79
0;889,1;15,1;76
0;889,7;16,9;71
0;890,4;18,1;68
0;890,5;19,4;66
0;890,5;20,6;64
0;889,7;22,2;60
0;888,7;22,8;58
0;888;23,2;55
0;887,4;24,5;50
0;887,3;23,8;53
0;887,7;22,9;54
0;887,9;21,4;59
0;888,3;20,5;66
0;888,9;19,9;66
0;889,3;19;71
0;889,6;19;70
0;889,4;18,3;72
0;889,1;17,8;75
0;889,2;17,4;76
0;889;16,3;81
0;888,9;15,4;81
0;889,1;16,5;79
0;889,1;16,2;81
0;889,4;15,7;82
0;889,8;15,8;82
0;890,3;17,7;75
0;890,7;18,8;72
0;891,2;19,9;71
0;891,2;21,5;64
0;890,5;23;60
0;889,5;23,4;56
0;888,6;23,3;52
0;888;24,9;49
0;888,1;24,7;46
0;888,2;24;49
0;888,4;21,7;58
0;888,7;20,8;62
0;889,3;19,8;68
0;889,6;19,2;71
0;890;18,2;76
0;890,1;17,7;78
0;890;17,6;77
0;890,1;17,7;76
0;889,9;17,1;79
0;889,4;16,3;83
0;889,2;15,8;84
0;889,4;15,3;86
0;889,7;14,9;86
0;890,1;15;86
0;890,8;16,8;78
0;891,2;17,9;74
0;891,6;19,4;71
0;891,2;21,1;66
0;890,6;22,6;60
0;889,6;23,8;54
0;888,8;24,2;52
0;888,2;24,6;52
0;888,4;23,9;53
0;888,6;23,2;55
0;888,9;22;61
0;889,4;21,3;64
0;889,8;20,5;66
0;889,8;19,9;68
0;889,8;19,6;69
0;889,7;19;71
0;889,4;18,3;74
0;889,5;17,8;77
0;889,2;15;88
0;889;16,7;83
0;889,1;17,1;82
0;889,4;16,6;86
0;889,5;16,6;86
0;890,1;15,8;91
0;890,7;18,5;80
0;891,5;19,3;76
0;892;21,6;71
0;891,6;22,9;65
0;891;23,8;61
0;890,3;24,6;54
0;889,4;25,4;49
0;888,9;26,1;44
0;888,9;24,2;48
0;889,1;23,1;62
0;889,3;21,8;61
0;889,5;20;74
0;889,8;21,4;61
0;889,9;19,1;71
0;890,1;20;68
0;890;19,6;71
0;889,8;19,1;73
0;889,1;18;78
0;888,5;18,2;76
0;888,2;15,2;88
0;887,7;17,5;82
0;888,5;14,3;91
0;889;14,4;92
0;889,8;14,5;93
0;890,6;20,5;71
0;890,9;22;63
0;890,8;22,8;60
0;890,3;24;52
0;889,4;24,9;51
0;888,6;25,5;46
0;887,7;24,4;48
0;887,1;25,3;47
0;886,8;26,2;41
0;887,2;24,8;48
0;887,5;22,9;55
0;887,9;21;65
0;888,7;20,1;69
0;888,7;19,4;74
0;889;18,6;79
0;889;17,6;83
0;888,6;17,4;82
0;888,2;16,9;83
0;887,7;16,2;84
0;887,1;15,9;86
0;887;15;90
0;887,4;15,4;90
0;887,8;15,5;87
0;888,2;14,4;91
0;888,9;20,8;71
0;889,5;23,1;55
0;889,7;24,5;50
0;889,3;25,4;47
0;888,8;25,8;42
0;888,1;26,7;41
0;887,4;26,6;42
0;886,7;27,2;37
0;886,7;25,1;45
0;887;24,5;46
0;887,4;22,8;52
